Gall_sp,Status,Parasitoid,Total_number,Per_country
Andricus polycerus,asexual,Megastigmus stigmatizans,2,IT 2
Andricus polycerus,asexual,Torymus auratus,,AT
Andricus polycerus,asexual,Ormyrus nitidulus,20,"AT 14,BG 1,HU 5"
Andricus polycerus,asexual,Ormyrus pomaceus,11,"HR 10,HU 1"
Andricus polycerus,asexual,Caenacis lauta,7,"AT,HU 7"
Andricus polycerus,asexual,Cecidostiba fungosa,4,"AT,HR 3,HU 1"
Andricus polycerus,asexual,Cyrtoptyx robustus,27,"HR 27,IT"
Andricus polycerus,asexual,Mesopolobus amaenus,2,AT 2
Andricus polycerus,asexual,Mesopolobus fasciiventris,1,AT 1
Andricus polycerus,asexual,Mesopolobus sericeus,9,HR 9
Andricus polycerus,asexual,Eupelmus spongipartus,3,"AT,HR 1,HU 2"
Andricus polycerus,asexual,Eupelmus urozonus,1,"AT,HR 1"
Andricus polycerus,asexual,Reikosiella rostrata,2,HU 2
Andricus polycerus,asexual,Aulogymnus trilineatus,23,"HR 17,HU 6"
Andricus polycerus,asexual,(Scambus elegans),2,HU 2
Andricus pseudoinflator,bisexual,Ceroptres clavicornis,5,ES 5
Andricus pseudoinflator,bisexual,Saphonecrus connatus,5,"ES 5,PT?"
Andricus pseudoinflator,bisexual,Synergus crassicornis,2,ES 2
Andricus pseudoinflator,bisexual,Synergus tibialis,1,"AD,ES 1"
Andricus pseudoinflator,bisexual,Eurytoma setigera,2,ES 2
Andricus pseudoinflator,bisexual,Sycophila binotata,3,ES 3
Andricus pseudoinflator,bisexual,Sycophila iracemae,1,ES 1
Andricus pseudoinflator,bisexual,Sycophila variegata,1,ES 1
Andricus pseudoinflator,bisexual,Megastigmus dorsalis,2,ES 2
Andricus pseudoinflator,bisexual,Torymus auratus,1,ES 1
Andricus pseudoinflator,bisexual,Torymus flavipes,13,FI 13
Andricus pseudoinflator,bisexual,Torymus notatus,18,ES 18
Andricus pseudoinflator,bisexual,Ormyrus pomaceus,1,"AD,ES 1"
Andricus pseudoinflator,bisexual,Ormocerus vernalis,10,"AD 1,ES 9"
Andricus pseudoinflator,bisexual,Mesopolobus amaenus,13,ES 13
Andricus pseudoinflator,bisexual,Mesopolobus mediterraneus,2,ES 2
Andricus pseudoinflator,bisexual,Mesopolobus tibialis,6,ES 6
Andricus pseudoinflator,bisexual,Mesopolobus xanthocerus,1,ES 1
Andricus pseudoinflator,bisexual,Eupelmus urozonus,2,"AD 1,ES 1"
Andricus pseudoinflator,bisexual,Aulogymnus arsames,14,"AD 7,ES 7"
Andricus pseudoinflator,bisexual,Aulogymnus obscuripes,4,ES 4
Andricus pseudoinflator,bisexual,Tetrastichinae sp.,3,ES 3
Andricus pseudoinflator,bisexual,Pediobius rotundatus,4,ES 4
Andricus pseudoinflator,bisexual,Andricus pseudoinflator,,NA
Andricus pseudoinflator,bisexual,Synergus facialis,,AD
Andricus pseudoinflator,bisexual,Synergus ruficornis,9,"AD,ES 9,PT"
Andricus pseudoinflator,bisexual,Synergus tibialis,,NA
Andricus pseudoinflator,bisexual,Eurytoma brunniventris,6,ES 6
Andricus pseudoinflator,bisexual,Sycophila biguttata,7,ES 7
Andricus pseudoinflator,bisexual,Ormyrus pomaceus,9,ES 9
Andricus pseudoinflator,bisexual,Eupelmus urozonus,1,ES 1
Andricus quadrilineatus,bisexual,Mesopolobus tibialis,,NL
Andricus quadrilineatus,bisexual,Andricus quadrilineatus,,NA
Andricus quadrilineatus,bisexual,Ceroptres clavicornis,,NL
Andricus quadrilineatus,bisexual,Synergus facialis,6,"AD,GB 4,NL,PL,UA"
Andricus quadrilineatus,bisexual,Synergus pallicornis,,DK
Andricus quadrilineatus,bisexual,Synergus pallipes,21,"DK,GB 17,HU 4,NL"
Andricus quadrilineatus,bisexual,Synergus radiatus,,"GB,NL"
Andricus quadrilineatus,bisexual,Eurytoma brunniventris,1,"AD 1,NL"
Andricus quadrilineatus,bisexual,Eurytoma querceticola,,UA
Andricus quadrilineatus,bisexual,Sycophila biguttata,21,"AT 3,ES 18"
Andricus quadrilineatus,bisexual,Torymus flavipes,25,"ES 6,FI 13,FR 3,GB 1,RO 1,UA 1"
Andricus quadrilineatus,bisexual,Torymus sp.,1,HU 1
Andricus quadrilineatus,bisexual,Ormyrus pomaceus,1,"NL,UA 1"
Andricus quadrilineatus,bisexual,Ormocerus latus,1,HU 1
Andricus quadrilineatus,bisexual,Caenacis lauta,,NL
Andricus quadrilineatus,bisexual,Mesopolobus amaenus,10,"AT,ES 3,FI 2,GB 1,HU 1,RO 3"
Andricus quadrilineatus,bisexual,Mesopolobus fasciiventris,,NL
Andricus quadrilineatus,bisexual,Mesopolobus sericeus,1,"GB 1,NL"
Andricus quadrilineatus,bisexual,Mesopolobus tibialis,6,"AD 1,FI 5,NL"
Andricus quadrilineatus,bisexual,Mesopolobus xanthocerus,7,"AT,FI 3,GB 3,UA 1"
Andricus quadrilineatus,bisexual,Eupelmus urozonus,1,UA 1
Andricus quadrilineatus,bisexual,Aulogymnus arsames,1,GB 1
Andricus quadrilineatus,bisexual,Aulogymnus euedoreschus,73,"FI 18,GB 55"
Andricus quadrilineatus,bisexual,Aulogymnus gallarum,8,"FI 5,GB 1,NL,RO 2"
Andricus quadrilineatus,bisexual,Aulogymnus testaceoviridis,3,HU 3
Andricus quadrilineatus,bisexual,Aulogymnus trilineatus,,AT
Andricus quadrilineatus,bisexual,('Hemiteles' sp.),1,GB 1
Andricus quercuscalicis,bisexual,Synergus tibialis,3,HU 3
Andricus quercuscalicis,bisexual,Synergus umbraculus,,AT
Andricus quercuscalicis,bisexual,Sycophila biguttata,5,GB 5
Andricus quercuscalicis,bisexual,Megastigmus dorsalis,6,GB 6
Andricus quercuscalicis,bisexual,Torymus flavipes,1,HU 1
Andricus quercuscalicis,bisexual,Ormyrus pomaceus,4,GB 4
Andricus quercuscalicis,bisexual,Ormocerus vernalis,44,"AT 42,CZ 1,GB,HU 1"
Andricus quercuscalicis,bisexual,Cecidostiba fungosa,39,"AT 20,DE 18,GB,HU 1"
Andricus quercuscalicis,bisexual,Mesopolobus amaenus,31,"CZ 5,GB 24,HU 2"
Andricus quercuscalicis,bisexual,Mesopolobus dubius,22,GB 22
Andricus quercuscalicis,bisexual,Mesopolobus fuscipes,772,"AT 411,CZ 49,GB 169,HU 143"
Andricus quercuscalicis,bisexual,Mesopolobus ?mediterraneus,1,GB 1
Andricus quercuscalicis,bisexual,Mesopolobus sericeus,,GB
Andricus quercuscalicis,bisexual,Mesopolobus tibialis,126,"AT 69,DE,GB 40,HU 17"
Andricus quercuscalicis,bisexual,Mesopolobus xanthocerus,640,"AT 146,CZ 36,GB 145,HU 313"
Andricus quercuscalicis,bisexual,Eupelmus urozonus,8,GB 8
Andricus quercuscalicis,bisexual,Aulogymnus gallarum,43,"AT 29,HU 14"
Andricus quercuscalicis,bisexual,Aulogymnus obscuripes,1971,"AT 155,CZ 100,DE,HU 320"
Andricus quercuscalicis,bisexual,Aulogymnus testaceoviridis,1,CZ 1
Andricus quercuscalicis,bisexual,Aprostocetus aethiops,34,"AT 20,GB 3,HU 11"
Andricus quercuscalicis,bisexual,Aprostocetus cerricola,48,"AT 14,HU 34"
Andricus quercuscalicis,bisexual,Aprostocetus nr viridinitens,20,"AT 9,HU 11"
Andricus quercuscalicis,bisexual,Andricus quercuscalicis,,NA
Andricus quercuscalicis,bisexual,Ceroptres clavicornis,1,HU 1
Andricus quercuscalicis,bisexual,Saphonecrus haimi,1,HU 1
Andricus quercuscalicis,bisexual,Synergus apicalis,,"AT,DE"
Andricus quercuscalicis,bisexual,Synergus crassicornis,,AT
Andricus quercuscalicis,bisexual,Synergus facialis,3334,"AT,DE 30,FR 20,GB 323,HU 46,IT"
Andricus quercuscalicis,bisexual,Synergus hayneanus,9,"HU 9,UA"
Andricus quercuscalicis,bisexual,Synergus incrassatus,,UA
Andricus quercuscalicis,bisexual,Synergus pallicornis,4,"DE,FR,GB 3,HU 1,NL,UA"
Andricus quercuscalicis,bisexual,Synergus pallidipennis,5,HU 5
Andricus quercuscalicis,bisexual,Synergus pallipes,49,"AT,DE,GB 41,HU 8"
Andricus quercuscalicis,bisexual,Synergus radiatus,,GB
Andricus quercuscalicis,bisexual,Synergus reinhardi,,"AT,DE,FR,HU,IT,UA"
Andricus quercuscalicis,bisexual,Synergus thaumacerus,1,HU 1
Andricus quercuscalicis,bisexual,Synergus umbraculus,123,"AT,CZ,FR,GB 1,HU 122,IT,SI,UA"
Andricus quercuscalicis,bisexual,Eurytoma adleriae,7,"BG 2,HU 5"
Andricus quercuscalicis,bisexual,Eurytoma brunniventris,352,"AT 1,CZ,DE 61,FR 38,GB 150,HU 65,IT 32,NL,RO,SI 5"
Andricus quercuscalicis,bisexual,Sycophila biguttata,73,"AT 1,CZ"
Andricus quercuscalicis,bisexual,(Schönrogge et al. 1995),,"GB 47,HU 20,IT,RO,SI 3,UA 1"
Andricus quercuscalicis,bisexual,Sycophila variegata,2,HU 2
Andricus quercuscalicis,bisexual,Megastigmus dorsalis,4,"AT,HU 2,IT"
Andricus quercuscalicis,bisexual,Megastigmus stigmatizans,91,"AT 4,BG 1,CZ,DE 19,FR 27,GB 1,HU 35,IT 2,RO 1,SI 1"
Andricus quercuscalicis,bisexual,Torymus auratus,38,"AT,DE 3,GB 35,HU"
Andricus quercuscalicis,bisexual,Torymus geranii,2,GB 2
Andricus quercuscalicis,bisexual,Ormyrus nitidulus,70,"AT 1,BG 1,CZ 6,FR 1,GB 25,HU 23,IT 7,RO,SI 5,UA 1"
Andricus quercuscalicis,bisexual,Ormyrus pomaceus,14,"BG 2,HU(11,IT 1,RO"
Andricus quercuscalicis,bisexual,Ormocerus sp.,1,HU 1
Andricus quercuscalicis,bisexual,Arthrolytus ocellus,1,GB 1
Andricus quercuscalicis,bisexual,Cecidostiba fungosa,3331,"AT 10,BE,CZ,DE 708,FR 143,GB 672,HR 452,HU 119,IT 104,NL,RO,SI 37,UA 8"
Andricus quercuscalicis,bisexual,Cecidostiba semifascia,7,"GB 5,HU 2"
Andricus quercuscalicis,bisexual,Hobbya stenonota,1,HU 1
Andricus quercuscalicis,bisexual,Mesopolobus amaenus,,"FR 1,GB 110,IE"
Andricus quercuscalicis,bisexual,Mesopolobus fasciiventris,1,"AT,FR 1"
Andricus quercuscalicis,bisexual,Mesopolobus sericeus,939,"AT,DE 1,FR 1,GB 937,HU,IE 'C"
Andricus quercuscalicis,bisexual,Mesopolobus tibialis,1,GB 1
Andricus quercuscalicis,bisexual,Eupelmus spongipartus,25,"AT,DE 2,HU 17,IT 5,RO 1"
Andricus quercuscalicis,bisexual,Eupelmus urozonus,90,"AT,DE 18,FR(1,GB 54,HU 15,IT,RO 2,SI"
Andricus quercuscalicis,bisexual,Eupelmus vesicularis,12,"GB 11,HU 1"
Andricus quercuscalicis,bisexual,Aulogymnus gallarum,5,HU 5
Andricus quercuscalicis,bisexual,Aulogymnus skianeuros,1,HU 1
Andricus quercuscalicis,bisexual,Aulogymnus trilineatus,33,"AT 1,CZ 3,HU 12,IT 1,RO,SI 13,UA 3"
Andricus quercuscalicis,bisexual,Baryscapus ?anasillus,8,HU 8
Andricus quercuscalicis,bisexual,Baryscapus berhidanus,38,"HU 1,IT 37"
Andricus quercuscalicis,bisexual,Baryscapus ?pallidae,5,HU 5
Andricus quercuscalicis,bisexual,Tetrastichinae sp(p).,6,"DE 1,IT 5"
Andricus quercuscalicis,bisexual,(Mastrus castaneus),7,GB 7
Andricus quercuscalicis,bisexual,(Gelis formicarius),27,GB 27
Andricus quercuscalicis,bisexual,(Ichneumonidae sp.),1,HU 1
Andricus quercuscorticis,asexual,Synergus facialis,10,"DE,GB 10"
Andricus quercuscorticis,asexual,Synergus incrassatus,50,"AT,DE 4,ES 46,DK,FR,GB,NL,PT,UA"
Andricus quercuscorticis,asexual,Eurytoma brunniventris,3,ES 3
Andricus quercuscorticis,asexual,Torymus formosus,39,ES 39
Andricus quercuscorticis,asexual,Torymus nobilis,,"AT,DK"
Andricus quercuscorticis,asexual,Torymus pleuralis,,AT
Andricus quercusradicis,bisexual,Ceroptres clavicornis,16,"AT,DK,ES 6,FR,GB 10,PL"
Andricus quercusradicis,bisexual,Saphonecrus connatus,49,"AT,DE,DK,ES 43,GB 6,PL,PT"
Andricus quercusradicis,bisexual,Synergus apicalis,77,"AT,DE,DK,ES 21,FR,GB 55,HU 1,NL,PL,UA"
Andricus quercusradicis,bisexual,Synergus facialis,7,"DE,GB 7"
Andricus quercusradicis,bisexual,Synergus incrassatus,20,"AT,DE,DK,ES 2,GB 18,NL,PL,UA"
Andricus quercusradicis,bisexual,Synergus tibialis,333,"DE,ES 333,GB,HU,UA"
Andricus quercusradicis,bisexual,Eurytoma brunniventris,4,"AD 2,ES 2"
Andricus quercusradicis,bisexual,Sycophila flavicollis,48,"AD 4,ES 34,GB 10"
Andricus quercusradicis,bisexual,Sycophila variegata,30,"AD 5,ES 3,GB 22"
Andricus quercusradicis,bisexual,Megastigmus dorsalis,35,"AD 3,AT,DE 1,ES 26,GB 5"
Andricus quercusradicis,bisexual,Ormyrus pomaceus,63,"AT 45,ES 10,FR,GB 8,ES 1"
Andricus quercusradicis,bisexual,Arthrolytus nanus,15,ES 15
Andricus quercusradicis,bisexual,Cecidostiba fungosa,329,ES 329
Andricus quercusradicis,bisexual,Eumacepolus obscurior,2,ES 2
Andricus quercusradicis,bisexual,Hobbya stenonota,12,ES 12
Andricus quercusradicis,bisexual,Mesopolobus amaenus,8,GB 8
Andricus quercusradicis,bisexual,Mesopolobus dubius,,AD
Andricus quercusradicis,bisexual,Mesopolobus mediterraneus,,AD
Andricus quercusradicis,bisexual,Mesopolobus sericeus,1,GB 1
Andricus quercusradicis,bisexual,Mesopolobus tarsatus,5,ES 5
Andricus quercusradicis,bisexual,Eupelmus aseculatus,1,ES 1
Andricus quercusradicis,bisexual,Eupelmus urozonus,17,"AD 8,AT,ES 8,HU 1"
Andricus quercusradicis,bisexual,Eupelmus vesicularis,35,ES 35
Andricus quercusradicis,bisexual,(Tetrastichinae sp.),1,ES 1
Andricus quercusradicis,bisexual,Andricus quercusradicis,,NA
Andricus quercusradicis,bisexual,Synergus facialis,10,"DE,ES 6,GB 4,UA"
Andricus quercusradicis,bisexual,Synergus incrassatus,298,"AD,AT,DE,ES 118,FR,GB 180,NL,PL,UA"
Andricus quercusradicis,bisexual,Synergus tibialis,,"HU,UA"
Andricus quercusradicis,bisexual,Eurytoma adleriae,1,DE 1
Andricus quercusradicis,bisexual,Eurytoma brunniventris,11,"AD 1,AT 2,DK 8"
Andricus quercusradicis,bisexual,Torymus erucarum,604,"AD 18,AT,DE 11,DK,ES 25,FR 155,GB 348,UA 47"
Andricus quercusradicis,bisexual,Torymus flavipes,5,GB 5
Andricus quercusradicis,bisexual,Torymus formosus,30,"DE,DK,GB 29,IE 1"
Andricus quercusradicis,bisexual,Torymus geranii,1,GB 1
Andricus quercusradicis,bisexual,Torymus nobilis,151,"AD 92,AT,DE,DK 5,ES 37,FR 4,GB 13"
Andricus quercusradicis,bisexual,Torymus roboris,2,GB 2
Andricus quercusradicis,bisexual,Torymus scutellaris,95,"DK 4,FR 2,GB 89"
Andricus quercusradicis,bisexual,Ormyrus nitidulus,8,DK 8
Andricus quercusradicis,bisexual,Caenacis lauta,10,"DK 8,GB 2"
Andricus quercusradicis,bisexual,Cecidostiba geganius,1119,"DE 12,ES 92,FR 100,GB 8"
Andricus quercusradicis,bisexual,Mesopolobus sericeus,2,GB 2
Andricus quercusradicis,bisexual,Eupelmus spongipartus,,AT
Andricus quercusradicis,bisexual,Eupelmus vesicularis,2,DK 2
Andricus quercusramuli,bisexual,Ceroptres clavicornis,4,"AT 2,GB 2,HU,ES"
Andricus quercusramuli,bisexual,Synergus facialis,14,"AT,DE,ES 12,GB,HU 2,NL,PL,PT,UA"
Andricus quercusramuli,bisexual,Synergus pallipes,14,"AT,FR 14"
Andricus quercusramuli,bisexual,Synergus radiatus,,"AT,DE,NL,UA"
Andricus quercusramuli,bisexual,Eurytoma adleriae,3,"ES 2,HU 1"
Andricus quercusramuli,bisexual,Eurytoma brunniventris,,RO
Andricus quercusramuli,bisexual,Sycophila biguttata,1485,"AT 353,ES 760,FR 18,GB 2,HU 199,RO 153,SE öl"
Andricus quercusramuli,bisexual,Megastigmus dorsalis,2,ES 2
Andricus quercusramuli,bisexual,Torymus auratus,1,HU 1
Andricus quercusramuli,bisexual,Torymus flavipes,626,"AD 2,AT,DE,ES 92,FR 9,GB 9,HU 444,PL,RO 70,HU 1,NL"
Andricus quercusramuli,bisexual,Ormyrus pomaceus,10,"ES 7,HU 3"
Andricus quercusramuli,bisexual,Ormocerus latus,179,"ES 174,RO 5"
Andricus quercusramuli,bisexual,Ormocerus vernalis,1,ES 1
Andricus quercusramuli,bisexual,Cecidostiba fungosa,176,"ES 133,GB 2,HU 18,RO 17,UA 6"
Andricus quercusramuli,bisexual,Cecidostiba semifascia,3,"ES 2,UA 1"
Andricus quercusramuli,bisexual,Hobbya stenonota,83,"AT,ES 74,HU 6,UA 3"
Andricus quercusramuli,bisexual,Mesopolobus albitarsus,28,"RO 27,UA 1"
Andricus quercusramuli,bisexual,Mesopolobus amaenus,7,"HU 7,NL"
Andricus quercusramuli,bisexual,Mesopolobus dubius,7,"ES 7,NL"
Andricus quercusramuli,bisexual,Mesopolobus fasciiventris,5,"DE,RO 5"
Andricus quercusramuli,bisexual,Mesopolobus mediterraneus,12,ES 12
Andricus quercusramuli,bisexual,Mesopolobus tibialis,34,"AT,ES 6,HU 27,RO 1,SE öl"
Andricus quercusramuli,bisexual,Mesopolobus xanthocerus,963,"AD 16,AT,ES 571,GB 10,HU 356,NL,UA 10"
Andricus quercusramuli,bisexual,Eupelmus spongipartus,27,"AT,ES 1,HU 23,UA 3"
Andricus quercusramuli,bisexual,Eupelmus urozonus,93,"AT,ES 9,HU 3,RO 81"
Andricus quercusramuli,bisexual,Aulogymnus arsames,19,RO 19
Andricus quercusramuli,bisexual,Aulogymnus gallarum,2238,"AD 1,AT,ES 114,FR 12,GB 66,HU 987,PL,RO 19,SE öl,UA 12"
Andricus quercusramuli,bisexual,Aulogymnus skianeuros,24,"HU 13,IE 4,NL,RO 7"
Andricus quercusramuli,bisexual,Aulogymnus testaceoviridis,298,RO 298
Andricus quercusramuli,bisexual,Aprostocetus aethiops,4,HU 4
Andricus quercusramuli,bisexual,Aprostocetus domenichinii,32,RO 32
Andricus quercusramuli,bisexual,(Diadegma sp.),,RO
Andricus quercusramuli,bisexual,(Ichneumonidae sp.),1,HU 1
Andricus quercusramuli,bisexual,Andricus quercusramuli,,NA
Andricus quercusramuli,bisexual,Saphonecrus connatus,,PT
Andricus quercusramuli,bisexual,Synergus facialis,,"HU,NL"
Andricus quercusramuli,bisexual,Synergus pallipes,,"AT,DE,NL,UA"
Andricus quercusramuli,bisexual,Synergus radiatus,,"DE,UA"
Andricus quercusramuli,bisexual,Synergus tibialis,3,"DE,GB 3"
Andricus quercusramuli,bisexual,Mesopolobus sericeus,10,GB 10
Andricus quercustozae,asexual,Ceroptres clavicornis,15,"DZ,ES 15"
Andricus quercustozae,asexual,Saphonecrus connatus,3,"ES 3,PT"
Andricus quercustozae,asexual,Synergus facialis,5,"ES 2,FR 3"
Andricus quercustozae,asexual,Synergus hayneanus,289,"DZ,ES 226,HU 63"
Andricus quercustozae,asexual,Synergus pallicornis,,"AT,ES,GR"
Andricus quercustozae,asexual,Synergus pallidipennis,97,"ES 90,HU 7"
Andricus quercustozae,asexual,Synergus pallipes,,AT
Andricus quercustozae,asexual,Synergus reinhardi,2,"AT,ES 2"
Andricus quercustozae,asexual,Synergus umbraculus,1618,"ES 159,FR,HU 22,IT,PT"
Andricus quercustozae,asexual,(Brachymeria tibialis),19,BG 19
Andricus quercustozae,asexual,Eurytoma brunniventris,215,"AT,BG 5,CH,ES 184,FR 15,GR,HR,HU 5,IT 1,PT 5,TR 1"
Andricus quercustozae,asexual,Sycophila biguttata,74,"AT 10,BG 5,CH,ES 5,FR 3,GR 2,HU 46,IT,YU 3"
Andricus quercustozae,asexual,Sycophila iracemae,2,ES 2
Andricus quercustozae,asexual,Sycophila variegata,2,"ES 1,HR 1"
Andricus quercustozae,asexual,Megastigmus dorsalis,21,"BG 1,ES 13"
Andricus quercustozae,asexual,Pujade-Villar 2003),,"GR 2,TR 5"
Andricus quercustozae,asexual,Megastigmus stigmatizans,50,"AT,BG 24,ES 17,FR 2,GR,HU 2,MA 5"
Andricus quercustozae,asexual,Torymus auratus,115,"AT,BG 1,ES 109,FR 2,HU 2,MA 1"
Andricus quercustozae,asexual,(Torymus calcaratus),6,"BG 2,ES 2,TR 2,BG 1,CH,DZ,HU 10,IT 1"
Andricus quercustozae,asexual,Ormyrus pomaceus,4,"BG 2,ES 1,IT 1"
Andricus quercustozae,asexual,Cyrtoptyx robustus,4,"ES 3,IT 1"
Andricus quercustozae,asexual,Caenacis lauta,4,"ES 3,HU 1"
Andricus quercustozae,asexual,Cecidostiba fungosa,19,"ES 18,FR 1"
Andricus quercustozae,asexual,Hobbya stenonota,15,ES 15
Andricus quercustozae,asexual,Mesopolobus dubius,1,ES 1
Andricus quercustozae,asexual,Mesopolobus ?fasciiventris,1,ES 1
Andricus quercustozae,asexual,Mesopolobus ?lichtensteini,1,ES 1
Andricus quercustozae,asexual,Mesopolobus sericeus,22,ES 22
Andricus quercustozae,asexual,Eupelmus spongipartus,46,ES 46
Andricus quercustozae,asexual,Eupelmus urozonus,15,"AT,ES 15"
Andricus quercustozae,asexual,Aulogymnus gallarum,2,HU 2
Andricus quercustozae,asexual,Aulogymnus skianeuros,2,BG 2
Andricus quercustozae,asexual,Aulogymnus trilineatus,6,"HU 3,PT 2,TR 1"
Andricus quercustozae,asexual,Baryscapus berhidanus,117,"ES 87,HU 13,JO 1,IT 16"
Andricus quercustozae,asexual,Baryscapus sp.,,TR 15
Andricus quercustozae,asexual,Pediobius lysis,,JO 1
Andricus quercustozae,asexual,(Scambus elegans),6,"GR 1,HU 5"
Andricus rhyzomae,asexual,Synergus incrassatus,,"AT,FR"
Andricus rhyzomae,asexual,Synergus subterraneus,22,"AT 22,ES"
Andricus rhyzomae,asexual,Torymus nobilis,,"AT,DK"
Andricus schroeckingeri,bisexual,Eurytoma setigera,1,HU 1
Andricus schroeckingeri,bisexual,Torymus flavipes,2,HU 2
Andricus schroeckingeri,bisexual,Ormyrus pomaceus,1,HU 1
Andricus schroeckingeri,bisexual,Ormocerus latus,1,HU 1
Andricus schroeckingeri,bisexual,Ormocerus vernalis,2,HU 2
Andricus schroeckingeri,bisexual,Mesopolobus amaenus,3,HU 3
Andricus schroeckingeri,bisexual,Mesopolobus fuscipes,3,"AT,HU 3"
Andricus schroeckingeri,bisexual,Mesopolobus tibialis,9,HU 9
Andricus schroeckingeri,bisexual,Mesopolobus xanthocerus,2,HU 2
Andricus schroeckingeri,bisexual,Eupelmus urozonus,,HU 5
Andricus schroeckingeri,bisexual,Eupelmus vesicularis,,RO
Andricus schroeckingeri,bisexual,Aulogymnus arsames,1,HU 1
Andricus schroeckingeri,bisexual,Aulogymnus gallarum,1,HU 1
Andricus schroeckingeri,bisexual,Aulogymnus obscuripes,1,HU 1
Andricus schroeckingeri,bisexual,Aulogymnus testaceoviridis,22,HU 22
Andricus schroeckingeri,bisexual,Aprostocetus aethiops,3,HU 3
Andricus schroeckingeri,bisexual,Aprostocetus cerricola,3,HU 3
Andricus schroeckingeri,bisexual,Baryscapus ?pallidae,3,HU 3
Andricus schroeckingeri,bisexual,(Minotetrastichus frontalis),1,HU 1
